,Location,Period,Dim1,First Tooltip,No
2173,科摩罗,2015,Male,11.77,KM
2174,科摩罗,2015,Female,6.1,KM
2175,科摩罗,2014,Both sexes,8.87,KM
2176,科摩罗,2014,Male,11.84,KM
2177,科摩罗,2014,Female,6.17,KM
2178,科摩罗,2013,Both sexes,8.51,KM
2179,科摩罗,2013,Male,11.25,KM
2180,科摩罗,2013,Female,6.05,KM
2181,科摩罗,2012,Both sexes,8.62,KM
2182,科摩罗,2012,Male,11.35,KM
2183,科摩罗,2012,Female,6.16,KM
2184,科摩罗,2011,Both sexes,8.53,KM
2185,科摩罗,2011,Male,11.13,KM
2186,科摩罗,2011,Female,6.22,KM
2187,科摩罗,2010,Both sexes,9.01,KM
2188,科摩罗,2010,Male,11.85,KM
2189,科摩罗,2010,Female,6.46,KM
2190,科摩罗,2009,Both sexes,8.55,KM
2191,科摩罗,2009,Male,11.17,KM
2192,科摩罗,2009,Female,6.22,KM
2193,科摩罗,2008,Both sexes,8.99,KM
2194,科摩罗,2008,Male,11.92,KM
2195,科摩罗,2008,Female,6.35,KM
2196,科摩罗,2007,Both sexes,8.86,KM
2197,科摩罗,2007,Male,11.7,KM
2198,科摩罗,2007,Female,6.32,KM
2199,科摩罗,2006,Both sexes,9.06,KM
2200,科摩罗,2006,Male,11.81,KM
2201,科摩罗,2006,Female,6.62,KM
2202,科摩罗,2005,Both sexes,9.1,KM
2203,科摩罗,2005,Male,11.9,KM
2204,科摩罗,2005,Female,6.61,KM
2205,科摩罗,2004,Both sexes,9.33,KM
2206,科摩罗,2004,Male,12.17,KM
2207,科摩罗,2004,Female,6.8,KM
2208,科摩罗,2003,Both sexes,9.84,KM
2209,科摩罗,2003,Male,12.84,KM
2210,科摩罗,2003,Female,7.17,KM
2211,科摩罗,2002,Both sexes,10.22,KM
2212,科摩罗,2002,Male,13.48,KM
2213,科摩罗,2002,Female,7.32,KM
2214,科摩罗,2001,Both sexes,10.63,KM
2215,科摩罗,2001,Male,14.06,KM
2216,科摩罗,2001,Female,7.58,KM
2217,科摩罗,2000,Both sexes,10.87,KM
2218,科摩罗,2000,Male,14.55,KM
2219,科摩罗,2000,Female,7.59,KM
2220,刚果（布）,2019,Both sexes,11.62,CG
2221,刚果（布）,2019,Male,18.28,CG
2222,刚果（布）,2019,Female,6.06,CG
2223,刚果（布）,2018,Both sexes,11.63,CG
2224,刚果（布）,2018,Male,17.95,CG
2225,刚果（布）,2018,Female,6.4,CG
2226,刚果（布）,2017,Both sexes,11.89,CG
2227,刚果（布）,2017,Male,18.08,CG
2228,刚果（布）,2017,Female,6.81,CG
2229,刚果（布）,2016,Both sexes,12.29,CG
2230,刚果（布）,2016,Male,18.61,CG
2231,刚果（布）,2016,Female,7.12,CG
2232,刚果（布）,2015,Both sexes,12.46,CG
2233,刚果（布）,2015,Male,18.67,CG
2234,刚果（布）,2015,Female,7.46,CG
2235,刚果（布）,2014,Both sexes,13.53,CG
2236,刚果（布）,2014,Male,19.85,CG
2237,刚果（布）,2014,Female,8.45,CG
2238,刚果（布）,2013,Both sexes,14.49,CG
2239,刚果（布）,2013,Male,21.34,CG
2240,刚果（布）,2013,Female,8.95,CG
2241,刚果（布）,2012,Both sexes,15.5,CG
2242,刚果（布）,2012,Male,22.69,CG
2243,刚果（布）,2012,Female,9.73,CG
2244,刚果（布）,2011,Both sexes,15.3,CG
2245,刚果（布）,2011,Male,22.44,CG
2246,刚果（布）,2011,Female,9.65,CG
2247,刚果（布）,2010,Both sexes,15.79,CG
2248,刚果（布）,2010,Male,22.77,CG
2249,刚果（布）,2010,Female,10.37,CG
2250,刚果（布）,2009,Both sexes,16.3,CG
2251,刚果（布）,2009,Male,23.51,CG
2252,刚果（布）,2009,Female,10.72,CG
2253,刚果（布）,2008,Both sexes,15.96,CG
2254,刚果（布）,2008,Male,23.27,CG
2255,刚果（布）,2008,Female,10.34,CG
2256,刚果（布）,2007,Both sexes,16.59,CG
2257,刚果（布）,2007,Male,24.2,CG
2258,刚果（布）,2007,Female,10.78,CG
2259,刚果（布）,2006,Both sexes,17.16,CG
2260,刚果（布）,2006,Male,25.0,CG
2261,刚果（布）,2006,Female,11.23,CG
2262,刚果（布）,2005,Both sexes,17.36,CG
2263,刚果（布）,2005,Male,25.74,CG
2264,刚果（布）,2005,Female,11.07,CG
2265,刚果（布）,2004,Both sexes,18.25,CG
2266,刚果（布）,2004,Male,27.43,CG
2267,刚果（布）,2004,Female,11.27,CG
2268,刚果（布）,2003,Both sexes,18.41,CG
2269,刚果（布）,2003,Male,28.12,CG
2270,刚果（布）,2003,Female,11.03,CG
2271,刚果（布）,2002,Both sexes,19.77,CG
2272,刚果（布）,2002,Male,30.63,CG
2273,刚果（布）,2002,Female,11.46,CG
2274,刚果（布）,2001,Both sexes,21.87,CG
2275,刚果（布）,2001,Male,34.13,CG
2276,刚果（布）,2001,Female,12.4,CG
2277,刚果（布）,2000,Both sexes,24.75,CG
2278,刚果（布）,2000,Male,38.47,CG
2279,刚果（布）,2000,Female,14.08,CG
2280,哥斯达黎加,2019,Both sexes,7.62,CR
2281,哥斯达黎加,2019,Male,13.35,CR
2282,哥斯达黎加,2019,Female,1.93,CR
2283,哥斯达黎加,2018,Both sexes,6.79,CR
2284,哥斯达黎加,2018,Male,11.51,CR
2285,哥斯达黎加,2018,Female,2.1,CR
2286,哥斯达黎加,2017,Both sexes,5.79,CR
2287,哥斯达黎加,2017,Male,9.36,CR
2288,哥斯达黎加,2017,Female,2.23,CR
2289,哥斯达黎加,2016,Both sexes,7.29,CR
2290,哥斯达黎加,2016,Male,12.41,CR
2291,哥斯达黎加,2016,Female,2.21,CR
2292,哥斯达黎加,2015,Both sexes,6.41,CR
2293,哥斯达黎加,2015,Male,10.69,CR
2294,哥斯达黎加,2015,Female,2.18,CR
2295,哥斯达黎加,2014,Both sexes,5.35,CR
2296,哥斯达黎加,2014,Male,8.95,CR
2297,哥斯达黎加,2014,Female,1.8,CR
2298,哥斯达黎加,2013,Both sexes,6.42,CR
2299,哥斯达黎加,2013,Male,11.25,CR
2300,哥斯达黎加,2013,Female,1.68,CR
2301,哥斯达黎加,2012,Both sexes,6.34,CR
2302,哥斯达黎加,2012,Male,10.87,CR
2303,哥斯达黎加,2012,Female,1.88,CR
2304,哥斯达黎加,2011,Both sexes,6.7,CR
2305,哥斯达黎加,2011,Male,11.2,CR
2306,哥斯达黎加,2011,Female,2.26,CR
2307,哥斯达黎加,2010,Both sexes,6.76,CR
2308,哥斯达黎加,2010,Male,11.71,CR
2309,哥斯达黎加,2010,Female,1.89,CR
2310,哥斯达黎加,2009,Both sexes,5.55,CR
2311,哥斯达黎加,2009,Male,9.48,CR
2312,哥斯达黎加,2009,Female,1.72,CR
2313,哥斯达黎加,2008,Both sexes,5.49,CR
2314,哥斯达黎加,2008,Male,9.44,CR
2315,哥斯达黎加,2008,Female,1.61,CR
2316,哥斯达黎加,2007,Both sexes,5.64,CR
2317,哥斯达黎加,2007,Male,9.5,CR
2318,哥斯达黎加,2007,Female,1.85,CR
2319,哥斯达黎加,2006,Both sexes,8.43,CR
2320,哥斯达黎加,2006,Male,14.18,CR
2321,哥斯达黎加,2006,Female,2.74,CR
2322,哥斯达黎加,2005,Both sexes,6.69,CR
2323,哥斯达黎加,2005,Male,11.53,CR
2324,哥斯达黎加,2005,Female,1.93,CR
2325,哥斯达黎加,2004,Both sexes,8.37,CR
2326,哥斯达黎加,2004,Male,14.54,CR
2327,哥斯达黎加,2004,Female,2.29,CR
2328,哥斯达黎加,2003,Both sexes,8.14,CR
2329,哥斯达黎加,2003,Male,13.96,CR
2330,哥斯达黎加,2003,Female,2.52,CR
2331,哥斯达黎加,2002,Both sexes,7.25,CR
2332,哥斯达黎加,2002,Male,12.69,CR
2333,哥斯达黎加,2002,Female,1.98,CR
2334,哥斯达黎加,2001,Both sexes,5.57,CR
2335,哥斯达黎加,2001,Male,9.81,CR
2336,哥斯达黎加,2001,Female,1.46,CR
2337,哥斯达黎加,2000,Both sexes,6.85,CR
2338,哥斯达黎加,2000,Male,12.28,CR
2339,哥斯达黎加,2000,Female,1.55,CR
2340,科特迪瓦,2019,Both sexes,15.66,CI
2341,科特迪瓦,2019,Male,25.65,CI
2342,科特迪瓦,2019,Female,5.03,CI
2343,科特迪瓦,2018,Both sexes,15.93,CI
2344,科特迪瓦,2018,Male,26.14,CI
2345,科特迪瓦,2018,Female,5.03,CI
2346,科特迪瓦,2017,Both sexes,16.37,CI
2347,科特迪瓦,2017,Male,26.84,CI
2348,科特迪瓦,2017,Female,5.17,CI
2349,科特迪瓦,2016,Both sexes,16.0,CI
2350,科特迪瓦,2016,Male,27.75,CI
2351,科特迪瓦,2016,Female,5.48,CI
2352,科特迪瓦,2015,Both sexes,17.71,CI
2353,科特迪瓦,2015,Male,28.83,CI
2354,科特迪瓦,2015,Female,5.81,CI
2355,科特迪瓦,2014,Both sexes,18.55,CI
2356,科特迪瓦,2014,Male,30.1,CI
2357,科特迪瓦,2014,Female,6.1,CI
2358,科特迪瓦,2013,Both sexes,19.45,CI
2359,科特迪瓦,2013,Male,31.39,CI
2360,科特迪瓦,2013,Female,6.56,CI
2361,科特迪瓦,2012,Both sexes,19.74,CI
2362,科特迪瓦,2012,Male,31.79,CI
2363,科特迪瓦,2012,Female,6.71,CI
2364,科特迪瓦,2011,Both sexes,19.61,CI
2365,科特迪瓦,2011,Male,31.4,CI
2366,科特迪瓦,2011,Female,6.88,CI
2367,科特迪瓦,2010,Both sexes,20.01,CI
2368,科特迪瓦,2010,Male,31.45,CI
2369,科特迪瓦,2010,Female,7.68,CI
2370,科特迪瓦,2009,Both sexes,19.41,CI
2371,科特迪瓦,2009,Male,30.59,CI
2372,科特迪瓦,2009,Female,7.27,CI
2373,科特迪瓦,2008,Both sexes,19.0,CI
2374,科特迪瓦,2008,Male,30.29,CI
2375,科特迪瓦,2008,Female,6.66,CI
2376,科特迪瓦,2007,Both sexes,20.26,CI
2377,科特迪瓦,2007,Male,32.03,CI
2378,科特迪瓦,2007,Female,7.33,CI
2379,科特迪瓦,2006,Both sexes,20.47,CI
2380,科特迪瓦,2006,Male,32.44,CI
2381,科特迪瓦,2006,Female,7.26,CI
2382,科特迪瓦,2005,Both sexes,20.35,CI
2383,科特迪瓦,2005,Male,32.69,CI
2384,科特迪瓦,2005,Female,6.7,CI
2385,科特迪瓦,2004,Both sexes,21.21,CI
2386,科特迪瓦,2004,Male,33.9,CI
2387,科特迪瓦,2004,Female,6.97,CI
2388,科特迪瓦,2003,Both sexes,21.73,CI
2389,科特迪瓦,2003,Male,34.37,CI
2390,科特迪瓦,2003,Female,7.4,CI
2391,科特迪瓦,2002,Both sexes,22.07,CI
2392,科特迪瓦,2002,Male,34.78,CI
2393,科特迪瓦,2002,Female,7.56,CI
2394,科特迪瓦,2001,Both sexes,22.93,CI
2395,科特迪瓦,2001,Male,35.99,CI
2396,科特迪瓦,2001,Female,7.93,CI
2397,科特迪瓦,2000,Both sexes,23.99,CI
2398,科特迪瓦,2000,Male,37.47,CI
2399,科特迪瓦,2000,Female,8.41,CI
2400,克罗地亚,2019,Both sexes,11.01,HR
2401,克罗地亚,2019,Male,17.69,HR
2402,克罗地亚,2019,Female,5.08,HR
2403,克罗地亚,2018,Both sexes,11.1,HR
2404,克罗地亚,2018,Male,17.84,HR
2405,克罗地亚,2018,Female,5.13,HR
2406,克罗地亚,2017,Both sexes,10.87,HR
2407,克罗地亚,2017,Male,17.48,HR
2408,克罗地亚,2017,Female,5.02,HR
2409,克罗地亚,2016,Both sexes,11.48,HR
2410,克罗地亚,2016,Male,18.79,HR
2411,克罗地亚,2016,Female,5.0,HR
2412,克罗地亚,2015,Both sexes,12.15,HR
2413,克罗地亚,2015,Male,19.42,HR
2414,克罗地亚,2015,Female,5.76,HR
2415,克罗地亚,2014,Both sexes,12.4,HR
2416,克罗地亚,2014,Male,19.65,HR
2417,克罗地亚,2014,Female,6.0,HR
2418,克罗地亚,2013,Both sexes,12.31,HR
2419,克罗地亚,2013,Male,20.59,HR
2420,克罗地亚,2013,Female,4.79,HR
2421,克罗地亚,2012,Both sexes,13.11,HR
2422,克罗地亚,2012,Male,21.79,HR
2423,克罗地亚,2012,Female,5.35,HR
2424,克罗地亚,2011,Both sexes,11.76,HR
2425,克罗地亚,2011,Male,18.86,HR
2426,克罗地亚,2011,Female,5.56,HR
2427,克罗地亚,2010,Both sexes,13.2,HR
2428,克罗地亚,2010,Male,21.49,HR
2429,克罗地亚,2010,Female,5.94,HR
2430,克罗地亚,2009,Both sexes,13.24,HR
2431,克罗地亚,2009,Male,22.84,HR
2432,克罗地亚,2009,Female,4.72,HR
2433,克罗地亚,2008,Both sexes,13.36,HR
2434,克罗地亚,2008,Male,22.47,HR
2435,克罗地亚,2008,Female,5.51,HR
2436,克罗地亚,2007,Both sexes,13.38,HR
2437,克罗地亚,2007,Male,21.74,HR
2438,克罗地亚,2007,Female,5.97,HR
2439,克罗地亚,2006,Both sexes,13.7,HR
2440,克罗地亚,2006,Male,21.61,HR
2441,克罗地亚,2006,Female,6.6,HR
2442,克罗地亚,2005,Both sexes,15.03,HR
2443,克罗地亚,2005,Male,24.37,HR
2444,克罗地亚,2005,Female,6.97,HR
2445,克罗地亚,2004,Both sexes,15.1,HR
2446,克罗地亚,2004,Male,24.61,HR
2447,克罗地亚,2004,Female,7.3,HR
2448,克罗地亚,2003,Both sexes,15.13,HR
2449,克罗地亚,2003,Male,25.94,HR
2450,克罗地亚,2003,Female,5.68,HR
2451,克罗地亚,2002,Both sexes,14.9,HR
2452,克罗地亚,2002,Male,24.36,HR
2453,克罗地亚,2002,Female,6.86,HR
2454,克罗地亚,2001,Both sexes,15.33,HR
2455,克罗地亚,2001,Male,25.32,HR
2456,克罗地亚,2001,Female,6.6,HR
2457,克罗地亚,2000,Both sexes,16.3,HR
2458,克罗地亚,2000,Male,27.15,HR
2459,克罗地亚,2000,Female,6.93,HR
2460,古巴,2019,Both sexes,10.19,CU
2461,古巴,2019,Male,16.67,CU
2462,古巴,2019,Female,4.08,CU
2463,古巴,2018,Both sexes,10.17,CU
2464,古巴,2018,Male,16.64,CU
2465,古巴,2018,Female,4.07,CU
2466,古巴,2017,Both sexes,10.53,CU
2467,古巴,2017,Male,16.99,CU
2468,古巴,2017,Female,4.44,CU
2469,古巴,2016,Both sexes,9.73,CU
2470,古巴,2016,Male,16.05,CU
2471,古巴,2016,Female,3.79,CU
2472,古巴,2015,Both sexes,10.36,CU
2473,古巴,2015,Male,17.09,CU
2474,古巴,2015,Female,4.05,CU
2475,古巴,2014,Both sexes,10.23,CU
2476,古巴,2014,Male,16.61,CU
2477,古巴,2014,Female,4.2,CU
2478,古巴,2013,Both sexes,10.64,CU
2479,古巴,2013,Male,17.49,CU
2480,古巴,2013,Female,4.21,CU
2481,古巴,2012,Both sexes,10.74,CU
2482,古巴,2012,Male,17.73,CU
2483,古巴,2012,Female,4.16,CU
2484,古巴,2011,Both sexes,11.13,CU
2485,古巴,2011,Male,18.17,CU
2486,古巴,2011,Female,4.49,CU
2487,古巴,2010,Both sexes,11.45,CU
2488,古巴,2010,Male,18.55,CU
2489,古巴,2010,Female,4.75,CU
2490,古巴,2009,Both sexes,11.08,CU
2491,古巴,2009,Male,17.58,CU
2492,古巴,2009,Female,4.94,CU
2493,古巴,2008,Both sexes,10.39,CU
2494,古巴,2008,Male,16.48,CU
2495,古巴,2008,Female,4.65,CU
2496,古巴,2007,Both sexes,9.92,CU
2497,古巴,2007,Male,16.22,CU
2498,古巴,2007,Female,3.99,CU
2499,古巴,2006,Both sexes,10.63,CU
2500,古巴,2006,Male,17.44,CU
2501,古巴,2006,Female,4.21,CU
2502,古巴,2005,Both sexes,11.1,CU
2503,古巴,2005,Male,16.88,CU
2504,古巴,2005,Female,5.67,CU
2505,古巴,2004,Both sexes,12.02,CU
2506,古巴,2004,Male,18.47,CU
2507,古巴,2004,Female,5.92,CU
2508,古巴,2003,Both sexes,11.98,CU
2509,古巴,2003,Male,18.38,CU
2510,古巴,2003,Female,5.92,CU
2511,古巴,2002,Both sexes,12.91,CU
2512,古巴,2002,Male,18.86,CU
2513,古巴,2002,Female,7.3,CU
2514,古巴,2001,Both sexes,13.72,CU
2515,古巴,2001,Male,20.29,CU
2516,古巴,2001,Female,7.52,CU
2517,古巴,2000,Both sexes,15.63,CU
2518,古巴,2000,Male,22.71,CU
2519,古巴,2000,Female,8.94,CU
2520,塞浦路斯,2019,Both sexes,3.18,CY
2521,塞浦路斯,2019,Male,5.3,CY
2522,塞浦路斯,2019,Female,1.06,CY
2523,塞浦路斯,2018,Both sexes,3.64,CY
2524,塞浦路斯,2018,Male,5.85,CY
2525,塞浦路斯,2018,Female,1.35,CY
2526,塞浦路斯,2017,Both sexes,3.28,CY
2527,塞浦路斯,2017,Male,5.68,CY
2528,塞浦路斯,2017,Female,0.91,CY
2529,塞浦路斯,2016,Both sexes,4.15,CY
2530,塞浦路斯,2016,Male,7.2,CY
2531,塞浦路斯,2016,Female,1.09,CY
2532,塞浦路斯,2015,Both sexes,4.17,CY
2533,塞浦路斯,2015,Male,6.46,CY
2534,塞浦路斯,2015,Female,1.84,CY
2535,塞浦路斯,2014,Both sexes,4.77,CY
2536,塞浦路斯,2014,Male,7.01,CY
2537,塞浦路斯,2014,Female,2.58,CY
2538,塞浦路斯,2013,Both sexes,5.1,CY
2539,塞浦路斯,2013,Male,9.07,CY
2540,塞浦路斯,2013,Female,1.13,CY
2541,塞浦路斯,2012,Both sexes,4.9,CY
2542,塞浦路斯,2012,Male,9.14,CY
2543,塞浦路斯,2012,Female,0.66,CY
2544,塞浦路斯,2011,Both sexes,3.7,CY
2545,塞浦路斯,2011,Male,6.75,CY
2546,塞浦路斯,2011,Female,0.78,CY
2547,塞浦路斯,2010,Both sexes,4.63,CY
2548,塞浦路斯,2010,Male,7.5,CY
2549,塞浦路斯,2010,Female,1.87,CY
2550,塞浦路斯,2009,Both sexes,3.99,CY
2551,塞浦路斯,2009,Male,6.78,CY
2552,塞浦路斯,2009,Female,1.2,CY
2553,塞浦路斯,2008,Both sexes,5.55,CY
2554,塞浦路斯,2008,Male,8.35,CY
2555,塞浦路斯,2008,Female,2.74,CY
2556,塞浦路斯,2007,Both sexes,2.82,CY
2557,塞浦路斯,2007,Male,4.22,CY
2558,塞浦路斯,2007,Female,1.38,CY
2559,塞浦路斯,2006,Both sexes,3.22,CY
2560,塞浦路斯,2006,Male,4.36,CY
2561,塞浦路斯,2006,Female,2.04,CY
2562,塞浦路斯,2005,Both sexes,2.34,CY
2563,塞浦路斯,2005,Male,3.43,CY
2564,塞浦路斯,2005,Female,1.22,CY
2565,塞浦路斯,2004,Both sexes,0.82,CY
2566,塞浦路斯,2004,Male,1.25,CY
2567,塞浦路斯,2004,Female,0.4,CY
2568,塞浦路斯,2003,Both sexes,2.06,CY
2569,塞浦路斯,2003,Male,2.87,CY
2570,塞浦路斯,2003,Female,1.24,CY
2571,塞浦路斯,2002,Both sexes,2.03,CY
2572,塞浦路斯,2002,Male,2.81,CY
2573,塞浦路斯,2002,Female,1.24,CY
2574,塞浦路斯,2001,Both sexes,1.98,CY
2575,塞浦路斯,2001,Male,2.75,CY
2576,塞浦路斯,2001,Female,1.22,CY
2577,塞浦路斯,2000,Both sexes,1.92,CY
2578,塞浦路斯,2000,Male,2.63,CY
2579,塞浦路斯,2000,Female,1.2,CY
2580,捷克,2019,Both sexes,9.48,CZ
2581,捷克,2019,Male,15.44,CZ
2582,捷克,2019,Female,3.78,CZ
2583,捷克,2018,Both sexes,10.83,CZ
2584,捷克,2018,Male,17.8,CZ
2585,捷克,2018,Female,4.12,CZ
2586,捷克,2017,Both sexes,11.2,CZ
2587,捷克,2017,Male,18.16,CZ
2588,捷克,2017,Female,4.47,CZ
2589,捷克,2016,Both sexes,10.34,CZ
2590,捷克,2016,Male,16.9,CZ
2591,捷克,2016,Female,4.11,CZ
2592,捷克,2015,Both sexes,10.49,CZ
2593,捷克,2015,Male,17.48,CZ
2594,捷克,2015,Female,3.89,CZ
2595,捷克,2014,Both sexes,11.7,CZ
2596,捷克,2014,Male,19.42,CZ
2597,捷克,2014,Female,4.25,CZ
2598,捷克,2013,Both sexes,12.77,CZ
2599,捷克,2013,Male,21.35,CZ
2600,捷克,2013,Female,4.52,CZ
2601,捷克,2012,Both sexes,13.05,CZ
2602,捷克,2012,Male,22.47,CZ
2603,捷克,2012,Female,4.04,CZ
2604,捷克,2011,Both sexes,12.9,CZ
2605,捷克,2011,Male,22.16,CZ
2606,捷克,2011,Female,3.99,CZ
2607,捷克,2010,Both sexes,11.93,CZ
2608,捷克,2010,Male,20.41,CZ
2609,捷克,2010,Female,3.88,CZ
2610,捷克,2009,Both sexes,11.83,CZ
2611,捷克,2009,Male,20.53,CZ
2612,捷克,2009,Female,3.62,CZ
2613,捷克,2008,Both sexes,11.33,CZ
2614,捷克,2008,Male,19.23,CZ
2615,捷克,2008,Female,3.99,CZ
2616,捷克,2007,Both sexes,11.25,CZ
2617,捷克,2007,Male,19.52,CZ
2618,捷克,2007,Female,3.46,CZ
2619,捷克,2006,Both sexes,11.47,CZ
2620,捷克,2006,Male,19.61,CZ
2621,捷克,2006,Female,3.96,CZ
2622,捷克,2005,Both sexes,12.61,CZ
2623,捷克,2005,Male,21.61,CZ
2624,捷克,2005,Female,4.31,CZ
2625,捷克,2004,Both sexes,13.12,CZ
2626,捷克,2004,Male,22.65,CZ
2627,捷克,2004,Female,4.33,CZ
2628,捷克,2003,Both sexes,13.69,CZ
2629,捷克,2003,Male,23.28,CZ
2630,捷克,2003,Female,5.1,CZ
2631,捷克,2002,Both sexes,12.37,CZ
2632,捷克,2002,Male,20.88,CZ
2633,捷克,2002,Female,4.72,CZ
2634,捷克,2001,Both sexes,13.23,CZ
2635,捷克,2001,Male,22.64,CZ
2636,捷克,2001,Female,4.79,CZ
2637,捷克,2000,Both sexes,13.42,CZ
2638,捷克,2000,Male,22.6,CZ
2639,捷克,2000,Female,5.13,CZ
2640,朝鲜,2019,Both sexes,8.2,KP
2641,朝鲜,2019,Male,10.65,KP
2642,朝鲜,2019,Female,6.27,KP
2643,朝鲜,2018,Both sexes,8.19,KP
2644,朝鲜,2018,Male,10.6,KP
2645,朝鲜,2018,Female,6.29,KP
2646,朝鲜,2017,Both sexes,8.65,KP
2647,朝鲜,2017,Male,11.17,KP
2648,朝鲜,2017,Female,6.68,KP
2649,朝鲜,2016,Both sexes,9.24,KP
2650,朝鲜,2016,Male,11.92,KP
2651,朝鲜,2016,Female,7.12,KP
2652,朝鲜,2015,Both sexes,9.47,KP
2653,朝鲜,2015,Male,12.22,KP
2654,朝鲜,2015,Female,7.32,KP
2655,朝鲜,2014,Both sexes,9.13,KP
2656,朝鲜,2014,Male,11.63,KP
2657,朝鲜,2014,Female,7.24,KP
2658,朝鲜,2013,Both sexes,9.12,KP
2659,朝鲜,2013,Male,11.58,KP
2660,朝鲜,2013,Female,7.27,KP
2661,朝鲜,2012,Both sexes,9.09,KP
2662,朝鲜,2012,Male,11.49,KP
2663,朝鲜,2012,Female,7.32,KP
2664,朝鲜,2011,Both sexes,9.24,KP
2665,朝鲜,2011,Male,11.63,KP
2666,朝鲜,2011,Female,7.5,KP
2667,朝鲜,2010,Both sexes,9.19,KP
2668,朝鲜,2010,Male,11.54,KP
2669,朝鲜,2010,Female,7.49,KP
2670,朝鲜,2009,Both sexes,9.13,KP
2671,朝鲜,2009,Male,11.43,KP
2672,朝鲜,2009,Female,7.47,KP
2673,朝鲜,2008,Both sexes,9.2,KP
2674,朝鲜,2008,Male,11.43,KP
2675,朝鲜,2008,Female,7.61,KP
2676,朝鲜,2007,Both sexes,8.93,KP
2677,朝鲜,2007,Male,10.99,KP
2678,朝鲜,2007,Female,7.47,KP
2679,朝鲜,2006,Both sexes,8.95,KP
2680,朝鲜,2006,Male,10.9,KP
2681,朝鲜,2006,Female,7.47,KP
2682,朝鲜,2005,Both sexes,9.04,KP
2683,朝鲜,2005,Male,10.94,KP
2684,朝鲜,2005,Female,7.59,KP
2685,朝鲜,2004,Both sexes,9.23,KP
2686,朝鲜,2004,Male,11.17,KP
2687,朝鲜,2004,Female,7.75,KP
2688,朝鲜,2003,Both sexes,9.43,KP
2689,朝鲜,2003,Male,11.32,KP
2690,朝鲜,2003,Female,8.05,KP
2691,朝鲜,2002,Both sexes,9.84,KP
2692,朝鲜,2002,Male,11.88,KP
2693,朝鲜,2002,Female,8.42,KP
2694,朝鲜,2001,Both sexes,9.93,KP
2695,朝鲜,2001,Male,11.8,KP
2696,朝鲜,2001,Female,8.57,KP
2697,朝鲜,2000,Both sexes,10.29,KP
2698,朝鲜,2000,Male,12.3,KP
2699,朝鲜,2000,Female,8.91,KP
2700,刚果（金）,2019,Both sexes,12.41,CD
2701,刚果（金）,2019,Male,20.69,CD
2702,刚果（金）,2019,Female,5.02,CD
2703,刚果（金）,2018,Both sexes,12.39,CD
2704,刚果（金）,2018,Male,20.65,CD
2705,刚果（金）,2018,Female,5.03,CD
2706,刚果（金）,2017,Both sexes,12.04,CD
2707,刚果（金）,2017,Male,20.05,CD
2708,刚果（金）,2017,Female,4.91,CD
2709,刚果（金）,2016,Both sexes,12.09,CD
2710,刚果（金）,2016,Male,20.11,CD
2711,刚果（金）,2016,Female,4.99,CD
2712,刚果（金）,2015,Both sexes,12.27,CD
2713,刚果（金）,2015,Male,20.41,CD
2714,刚果（金）,2015,Female,5.09,CD
2715,刚果（金）,2014,Both sexes,12.57,CD
2716,刚果（金）,2014,Male,20.87,CD
2717,刚果（金）,2014,Female,5.26,CD
2718,刚果（金）,2013,Both sexes,12.77,CD
2719,刚果（金）,2013,Male,21.29,CD
2720,刚果（金）,2013,Female,5.29,CD
2721,刚果（金）,2012,Both sexes,13.01,CD
2722,刚果（金）,2012,Male,21.64,CD
2723,刚果（金）,2012,Female,5.45,CD
2724,刚果（金）,2011,Both sexes,13.32,CD
2725,刚果（金）,2011,Male,22.11,CD
2726,刚果（金）,2011,Female,5.65,CD
2727,刚果（金）,2010,Both sexes,13.5,CD
2728,刚果（金）,2010,Male,22.33,CD
2729,刚果（金）,2010,Female,5.82,CD
2730,刚果（金）,2009,Both sexes,13.64,CD
2731,刚果（金）,2009,Male,22.56,CD
2732,刚果（金）,2009,Female,5.89,CD
2733,刚果（金）,2008,Both sexes,13.41,CD
2734,刚果（金）,2008,Male,22.18,CD
2735,刚果（金）,2008,Female,5.82,CD
2736,刚果（金）,2007,Both sexes,13.42,CD
2737,刚果（金）,2007,Male,22.21,CD
2738,刚果（金）,2007,Female,5.87,CD
2739,刚果（金）,2006,Both sexes,13.89,CD
2740,刚果（金）,2006,Male,23.08,CD
2741,刚果（金）,2006,Female,6.01,CD
2742,刚果（金）,2005,Both sexes,14.06,CD
2743,刚果（金）,2005,Male,23.49,CD
2744,刚果（金）,2005,Female,6.0,CD
2745,刚果（金）,2004,Both sexes,14.23,CD
2746,刚果（金）,2004,Male,23.87,CD
2747,刚果（金）,2004,Female,6.0,CD
2748,刚果（金）,2003,Both sexes,14.4,CD
2749,刚果（金）,2003,Male,24.36,CD
2750,刚果（金）,2003,Female,5.92,CD
2751,刚果（金）,2002,Both sexes,14.22,CD
2752,刚果（金）,2002,Male,24.23,CD
2753,刚果（金）,2002,Female,5.72,CD
2754,刚果（金）,2001,Both sexes,14.37,CD
2755,刚果（金）,2001,Male,24.53,CD
2756,刚果（金）,2001,Female,5.78,CD
2757,刚果（金）,2000,Both sexes,14.5,CD
2758,刚果（金）,2000,Male,24.91,CD
2759,刚果（金）,2000,Female,5.73,CD
2760,丹麦,2019,Both sexes,7.63,DK
2761,丹麦,2019,Male,11.1,DK
