,Location,Period,Dim1,First Tooltip,No
8988,所罗门群岛,2003,Both sexes,17.58,SB
8989,所罗门群岛,2003,Male,32.5,SB
8990,所罗门群岛,2003,Female,2.2,SB
8991,所罗门群岛,2002,Both sexes,17.21,SB
8992,所罗门群岛,2002,Male,31.83,SB
8993,所罗门群岛,2002,Female,2.07,SB
8994,所罗门群岛,2001,Both sexes,17.05,SB
8995,所罗门群岛,2001,Male,31.48,SB
8996,所罗门群岛,2001,Female,2.03,SB
8997,所罗门群岛,2000,Both sexes,17.37,SB
8998,所罗门群岛,2000,Male,32.05,SB
8999,所罗门群岛,2000,Female,2.06,SB
9000,索马里,2019,Both sexes,14.66,SO
9001,索马里,2019,Male,22.75,SO
9002,索马里,2019,Female,7.07,SO
9003,索马里,2018,Both sexes,14.81,SO
9004,索马里,2018,Male,22.95,SO
9005,索马里,2018,Female,7.15,SO
9006,索马里,2017,Both sexes,14.87,SO
9007,索马里,2017,Male,23.0,SO
9008,索马里,2017,Female,7.21,SO
9009,索马里,2016,Both sexes,14.83,SO
9010,索马里,2016,Male,22.93,SO
9011,索马里,2016,Female,7.2,SO
9012,索马里,2015,Both sexes,15.03,SO
9013,索马里,2015,Male,23.19,SO
9014,索马里,2015,Female,7.33,SO
9015,索马里,2014,Both sexes,15.16,SO
9016,索马里,2014,Male,23.39,SO
9017,索马里,2014,Female,7.37,SO
9018,索马里,2013,Both sexes,15.2,SO
9019,索马里,2013,Male,23.47,SO
9020,索马里,2013,Female,7.35,SO
9021,索马里,2012,Both sexes,15.28,SO
9022,索马里,2012,Male,23.7,SO
9023,索马里,2012,Female,7.26,SO
9024,索马里,2011,Both sexes,15.32,SO
9025,索马里,2011,Male,23.69,SO
9026,索马里,2011,Female,7.32,SO
9027,索马里,2010,Both sexes,15.38,SO
9028,索马里,2010,Male,23.89,SO
9029,索马里,2010,Female,7.25,SO
9030,索马里,2009,Both sexes,15.95,SO
9031,索马里,2009,Male,24.77,SO
9032,索马里,2009,Female,7.49,SO
9033,索马里,2008,Both sexes,16.01,SO
9034,索马里,2008,Male,24.77,SO
9035,索马里,2008,Female,7.58,SO
9036,索马里,2007,Both sexes,15.85,SO
9037,索马里,2007,Male,24.52,SO
9038,索马里,2007,Female,7.5,SO
9039,索马里,2006,Both sexes,16.16,SO
9040,索马里,2006,Male,25.03,SO
9041,索马里,2006,Female,7.6,SO
9042,索马里,2005,Both sexes,16.61,SO
9043,索马里,2005,Male,25.61,SO
9044,索马里,2005,Female,7.91,SO
9045,索马里,2004,Both sexes,16.83,SO
9046,索马里,2004,Male,26.04,SO
9047,索马里,2004,Female,7.9,SO
9048,索马里,2003,Both sexes,16.64,SO
9049,索马里,2003,Male,25.81,SO
9050,索马里,2003,Female,7.76,SO
9051,索马里,2002,Both sexes,16.57,SO
9052,索马里,2002,Male,25.85,SO
9053,索马里,2002,Female,7.57,SO
9054,索马里,2001,Both sexes,16.52,SO
9055,索马里,2001,Male,25.84,SO
9056,索马里,2001,Female,7.49,SO
9057,索马里,2000,Both sexes,16.78,SO
9058,索马里,2000,Male,26.02,SO
9059,索马里,2000,Female,7.86,SO
9060,南非,2019,Both sexes,23.49,ZA
9061,南非,2019,Male,37.88,ZA
9062,南非,2019,Female,9.83,ZA
9063,南非,2018,Both sexes,24.39,ZA
9064,南非,2018,Male,39.75,ZA
9065,南非,2018,Female,9.81,ZA
9066,南非,2017,Both sexes,25.84,ZA
9067,南非,2017,Male,42.2,ZA
9068,南非,2017,Female,10.34,ZA
9069,南非,2016,Both sexes,25.31,ZA
9070,南非,2016,Male,41.04,ZA
9071,南非,2016,Female,10.46,ZA
9072,南非,2015,Both sexes,25.55,ZA
9073,南非,2015,Male,41.61,ZA
9074,南非,2015,Female,10.41,ZA
9075,南非,2014,Both sexes,25.28,ZA
9076,南非,2014,Male,41.15,ZA
9077,南非,2014,Female,10.33,ZA
9078,南非,2013,Both sexes,25.12,ZA
9079,南非,2013,Male,40.9,ZA
9080,南非,2013,Female,10.28,ZA
9081,南非,2012,Both sexes,24.63,ZA
9082,南非,2012,Male,39.47,ZA
9083,南非,2012,Female,10.8,ZA
9084,南非,2011,Both sexes,24.43,ZA
9085,南非,2011,Male,38.21,ZA
9086,南非,2011,Female,11.7,ZA
9087,南非,2010,Both sexes,26.92,ZA
9088,南非,2010,Male,41.85,ZA
9089,南非,2010,Female,13.11,ZA
9090,南非,2009,Both sexes,29.24,ZA
9091,南非,2009,Male,45.8,ZA
9092,南非,2009,Female,13.86,ZA
9093,南非,2008,Both sexes,29.43,ZA
9094,南非,2008,Male,46.19,ZA
9095,南非,2008,Female,13.88,ZA
9096,南非,2007,Both sexes,27.42,ZA
9097,南非,2007,Male,43.42,ZA
9098,南非,2007,Female,12.62,ZA
9099,南非,2006,Both sexes,26.54,ZA
9100,南非,2006,Male,42.27,ZA
9101,南非,2006,Female,12.04,ZA
9102,南非,2005,Both sexes,27.46,ZA
9103,南非,2005,Male,43.44,ZA
9104,南非,2005,Female,12.73,ZA
9105,南非,2004,Both sexes,27.91,ZA
9106,南非,2004,Male,43.79,ZA
9107,南非,2004,Female,13.27,ZA
9108,南非,2003,Both sexes,28.67,ZA
9109,南非,2003,Male,45.01,ZA
9110,南非,2003,Female,13.57,ZA
9111,南非,2002,Both sexes,28.02,ZA
9112,南非,2002,Male,44.32,ZA
9113,南非,2002,Female,12.95,ZA
9114,南非,2001,Both sexes,26.92,ZA
9115,南非,2001,Male,43.16,ZA
9116,南非,2001,Female,11.92,ZA
9117,南非,2000,Both sexes,26.56,ZA
9118,南非,2000,Male,42.75,ZA
9119,南非,2000,Female,11.61,ZA
9120,南苏丹,2019,Both sexes,6.69,SSD
9121,南苏丹,2019,Male,10.38,SSD
9122,南苏丹,2019,Female,3.38,SSD
9123,南苏丹,2018,Both sexes,6.65,SSD
9124,南苏丹,2018,Male,10.33,SSD
9125,南苏丹,2018,Female,3.33,SSD
9126,南苏丹,2017,Both sexes,6.41,SSD
9127,南苏丹,2017,Male,9.87,SSD
9128,南苏丹,2017,Female,3.31,SSD
9129,南苏丹,2016,Both sexes,6.48,SSD
9130,南苏丹,2016,Male,10.0,SSD
9131,南苏丹,2016,Female,3.33,SSD
9132,南苏丹,2015,Both sexes,6.41,SSD
9133,南苏丹,2015,Male,9.84,SSD
9134,南苏丹,2015,Female,3.34,SSD
9135,南苏丹,2014,Both sexes,6.22,SSD
9136,南苏丹,2014,Male,9.48,SSD
9137,南苏丹,2014,Female,3.3,SSD
9138,南苏丹,2013,Both sexes,6.47,SSD
9139,南苏丹,2013,Male,10.02,SSD
9140,南苏丹,2013,Female,3.3,SSD
9141,南苏丹,2012,Both sexes,6.71,SSD
9142,南苏丹,2012,Male,10.39,SSD
9143,南苏丹,2012,Female,3.42,SSD
9144,南苏丹,2011,Both sexes,6.61,SSD
9145,南苏丹,2011,Male,10.24,SSD
9146,南苏丹,2011,Female,3.38,SSD
9147,南苏丹,2010,Both sexes,6.64,SSD
9148,南苏丹,2010,Male,10.23,SSD
9149,南苏丹,2010,Female,3.46,SSD
9150,南苏丹,2009,Both sexes,6.71,SSD
9151,南苏丹,2009,Male,10.34,SSD
9152,南苏丹,2009,Female,3.49,SSD
9153,南苏丹,2008,Both sexes,6.86,SSD
9154,南苏丹,2008,Male,10.6,SSD
9155,南苏丹,2008,Female,3.54,SSD
9156,南苏丹,2007,Both sexes,7.0,SSD
9157,南苏丹,2007,Male,10.83,SSD
9158,南苏丹,2007,Female,3.59,SSD
9159,南苏丹,2006,Both sexes,7.08,SSD
9160,南苏丹,2006,Male,10.97,SSD
9161,南苏丹,2006,Female,3.63,SSD
9162,南苏丹,2005,Both sexes,7.1,SSD
9163,南苏丹,2005,Male,11.02,SSD
9164,南苏丹,2005,Female,3.63,SSD
9165,南苏丹,2004,Both sexes,7.23,SSD
9166,南苏丹,2004,Male,11.23,SSD
9167,南苏丹,2004,Female,3.68,SSD
9168,南苏丹,2003,Both sexes,7.26,SSD
9169,南苏丹,2003,Male,11.3,SSD
9170,南苏丹,2003,Female,3.68,SSD
9171,南苏丹,2002,Both sexes,7.26,SSD
9172,南苏丹,2002,Male,11.37,SSD
9173,南苏丹,2002,Female,3.63,SSD
9174,南苏丹,2001,Both sexes,7.44,SSD
9175,南苏丹,2001,Male,11.65,SSD
9176,南苏丹,2001,Female,3.73,SSD
9177,南苏丹,2000,Both sexes,7.89,SSD
9178,南苏丹,2000,Male,12.41,SSD
9179,南苏丹,2000,Female,3.91,SSD
9180,西班牙,2019,Both sexes,5.28,ES
9181,西班牙,2019,Male,7.88,ES
9182,西班牙,2019,Female,2.83,ES
9183,西班牙,2018,Both sexes,5.38,ES
9184,西班牙,2018,Male,8.07,ES
9185,西班牙,2018,Female,2.85,ES
9186,西班牙,2017,Both sexes,5.77,ES
9187,西班牙,2017,Male,8.73,ES
9188,西班牙,2017,Female,2.99,ES
9189,西班牙,2016,Both sexes,5.54,ES
9190,西班牙,2016,Male,8.41,ES
9191,西班牙,2016,Female,2.83,ES
9192,西班牙,2015,Both sexes,5.64,ES
9193,西班牙,2015,Male,8.52,ES
9194,西班牙,2015,Female,2.94,ES
9195,西班牙,2014,Both sexes,6.21,ES
9196,西班牙,2014,Male,9.47,ES
9197,西班牙,2014,Female,3.15,ES
9198,西班牙,2013,Both sexes,6.16,ES
9199,西班牙,2013,Male,9.45,ES
9200,西班牙,2013,Female,3.06,ES
9201,西班牙,2012,Both sexes,5.63,ES
9202,西班牙,2012,Male,8.86,ES
9203,西班牙,2012,Female,2.59,ES
9204,西班牙,2011,Both sexes,5.1,ES
9205,西班牙,2011,Male,7.99,ES
9206,西班牙,2011,Female,2.36,ES
9207,西班牙,2010,Both sexes,5.05,ES
9208,西班牙,2010,Male,8.08,ES
9209,西班牙,2010,Female,2.21,ES
9210,西班牙,2009,Both sexes,5.62,ES
9211,西班牙,2009,Male,8.97,ES
9212,西班牙,2009,Female,2.47,ES
9213,西班牙,2008,Both sexes,5.78,ES
9214,西班牙,2008,Male,9.18,ES
9215,西班牙,2008,Female,2.55,ES
9216,西班牙,2007,Both sexes,5.4,ES
9217,西班牙,2007,Male,8.37,ES
9218,西班牙,2007,Female,2.67,ES
9219,西班牙,2006,Both sexes,5.57,ES
9220,西班牙,2006,Male,8.87,ES
9221,西班牙,2006,Female,2.49,ES
9222,西班牙,2005,Both sexes,5.97,ES
9223,西班牙,2005,Male,9.35,ES
9224,西班牙,2005,Female,2.83,ES
9225,西班牙,2004,Both sexes,6.42,ES
9226,西班牙,2004,Male,10.03,ES
9227,西班牙,2004,Female,3.07,ES
9228,西班牙,2003,Both sexes,6.42,ES
9229,西班牙,2003,Male,10.12,ES
9230,西班牙,2003,Female,3.0,ES
9231,西班牙,2002,Both sexes,6.31,ES
9232,西班牙,2002,Male,9.98,ES
9233,西班牙,2002,Female,2.95,ES
9234,西班牙,2001,Both sexes,6.09,ES
9235,西班牙,2001,Male,9.71,ES
9236,西班牙,2001,Female,2.78,ES
9237,西班牙,2000,Both sexes,6.56,ES
9238,西班牙,2000,Male,10.48,ES
9239,西班牙,2000,Female,3.0,ES
9240,斯里兰卡,2019,Both sexes,12.89,LK
9241,斯里兰卡,2019,Male,20.94,LK
9242,斯里兰卡,2019,Female,6.1,LK
9243,斯里兰卡,2018,Both sexes,13.24,LK
9244,斯里兰卡,2018,Male,21.5,LK
9245,斯里兰卡,2018,Female,6.25,LK
9246,斯里兰卡,2017,Both sexes,13.67,LK
9247,斯里兰卡,2017,Male,22.23,LK
9248,斯里兰卡,2017,Female,6.4,LK
9249,斯里兰卡,2016,Both sexes,14.17,LK
9250,斯里兰卡,2016,Male,23.07,LK
9251,斯里兰卡,2016,Female,6.56,LK
9252,斯里兰卡,2015,Both sexes,14.7,LK
9253,斯里兰卡,2015,Male,23.95,LK
9254,斯里兰卡,2015,Female,6.73,LK
9255,斯里兰卡,2014,Both sexes,12.72,LK
9256,斯里兰卡,2014,Male,21.48,LK
9257,斯里兰卡,2014,Female,5.11,LK
9258,斯里兰卡,2013,Both sexes,14.98,LK
9259,斯里兰卡,2013,Male,24.51,LK
9260,斯里兰卡,2013,Female,6.72,LK
9261,斯里兰卡,2012,Both sexes,16.4,LK
9262,斯里兰卡,2012,Male,26.94,LK
9263,斯里兰卡,2012,Female,7.08,LK
9264,斯里兰卡,2011,Both sexes,17.85,LK
9265,斯里兰卡,2011,Male,29.54,LK
9266,斯里兰卡,2011,Female,7.45,LK
9267,斯里兰卡,2010,Both sexes,21.87,LK
9268,斯里兰卡,2010,Male,33.55,LK
9269,斯里兰卡,2010,Female,11.5,LK
9270,斯里兰卡,2009,Both sexes,22.72,LK
9271,斯里兰卡,2009,Male,38.05,LK
9272,斯里兰卡,2009,Female,8.72,LK
9273,斯里兰卡,2008,Both sexes,17.47,LK
9274,斯里兰卡,2008,Male,27.95,LK
9275,斯里兰卡,2008,Female,8.03,LK
9276,斯里兰卡,2007,Both sexes,20.08,LK
9277,斯里兰卡,2007,Male,32.59,LK
9278,斯里兰卡,2007,Female,8.65,LK
9279,斯里兰卡,2006,Both sexes,18.41,LK
9280,斯里兰卡,2006,Male,29.86,LK
9281,斯里兰卡,2006,Female,7.94,LK
9282,斯里兰卡,2005,Both sexes,28.58,LK
9283,斯里兰卡,2005,Male,39.88,LK
9284,斯里兰卡,2005,Female,18.37,LK
9285,斯里兰卡,2004,Both sexes,22.08,LK
9286,斯里兰卡,2004,Male,35.48,LK
9287,斯里兰卡,2004,Female,9.61,LK
9288,斯里兰卡,2003,Both sexes,21.2,LK
9289,斯里兰卡,2003,Male,33.24,LK
9290,斯里兰卡,2003,Female,9.96,LK
9291,斯里兰卡,2002,Both sexes,21.46,LK
9292,斯里兰卡,2002,Male,33.97,LK
9293,斯里兰卡,2002,Female,9.64,LK
9294,斯里兰卡,2001,Both sexes,22.38,LK
9295,斯里兰卡,2001,Male,35.43,LK
9296,斯里兰卡,2001,Female,9.97,LK
9297,斯里兰卡,2000,Both sexes,27.43,LK
9298,斯里兰卡,2000,Male,41.46,LK
9299,斯里兰卡,2000,Female,13.99,LK
9300,苏丹,2019,Both sexes,4.76,SD
9301,苏丹,2019,Male,6.34,SD
9302,苏丹,2019,Female,3.26,SD
9303,苏丹,2018,Both sexes,4.81,SD
9304,苏丹,2018,Male,6.39,SD
9305,苏丹,2018,Female,3.32,SD
9306,苏丹,2017,Both sexes,4.8,SD
9307,苏丹,2017,Male,6.35,SD
9308,苏丹,2017,Female,3.33,SD
9309,苏丹,2016,Both sexes,4.84,SD
9310,苏丹,2016,Male,6.44,SD
9311,苏丹,2016,Female,3.32,SD
9312,苏丹,2015,Both sexes,4.89,SD
9313,苏丹,2015,Male,6.56,SD
9314,苏丹,2015,Female,3.3,SD
9315,苏丹,2014,Both sexes,4.99,SD
9316,苏丹,2014,Male,6.7,SD
9317,苏丹,2014,Female,3.36,SD
9318,苏丹,2013,Both sexes,5.11,SD
9319,苏丹,2013,Male,6.88,SD
9320,苏丹,2013,Female,3.44,SD
9321,苏丹,2012,Both sexes,5.09,SD
9322,苏丹,2012,Male,6.84,SD
9323,苏丹,2012,Female,3.44,SD
9324,苏丹,2011,Both sexes,5.28,SD
9325,苏丹,2011,Male,7.07,SD
9326,苏丹,2011,Female,3.58,SD
9327,苏丹,2010,Both sexes,5.15,SD
9328,苏丹,2010,Male,6.92,SD
9329,苏丹,2010,Female,3.47,SD
9330,苏丹,2009,Both sexes,5.22,SD
9331,苏丹,2009,Male,7.03,SD
9332,苏丹,2009,Female,3.51,SD
9333,苏丹,2008,Both sexes,5.19,SD
9334,苏丹,2008,Male,6.93,SD
9335,苏丹,2008,Female,3.53,SD
9336,苏丹,2007,Both sexes,5.23,SD
9337,苏丹,2007,Male,6.92,SD
9338,苏丹,2007,Female,3.62,SD
9339,苏丹,2006,Both sexes,5.3,SD
9340,苏丹,2006,Male,6.97,SD
9341,苏丹,2006,Female,3.71,SD
9342,苏丹,2005,Both sexes,5.39,SD
9343,苏丹,2005,Male,7.05,SD
9344,苏丹,2005,Female,3.79,SD
9345,苏丹,2004,Both sexes,5.29,SD
9346,苏丹,2004,Male,7.04,SD
9347,苏丹,2004,Female,3.6,SD
9348,苏丹,2003,Both sexes,5.35,SD
9349,苏丹,2003,Male,7.09,SD
9350,苏丹,2003,Female,3.67,SD
9351,苏丹,2002,Both sexes,5.45,SD
9352,苏丹,2002,Male,7.17,SD
9353,苏丹,2002,Female,3.79,SD
9354,苏丹,2001,Both sexes,5.44,SD
9355,苏丹,2001,Male,7.12,SD
9356,苏丹,2001,Female,3.84,SD
9357,苏丹,2000,Both sexes,5.56,SD
9358,苏丹,2000,Male,7.16,SD
9359,苏丹,2000,Female,4.03,SD
9360,苏里南,2019,Both sexes,25.89,SR
9361,苏里南,2019,Male,41.33,SR
9362,苏里南,2019,Female,11.79,SR
9363,苏里南,2018,Both sexes,26.23,SR
9364,苏里南,2018,Male,41.84,SR
9365,苏里南,2018,Female,11.94,SR
9366,苏里南,2017,Both sexes,25.37,SR
9367,苏里南,2017,Male,40.26,SR
9368,苏里南,2017,Female,11.72,SR
9369,苏里南,2016,Both sexes,25.47,SR
9370,苏里南,2016,Male,40.31,SR
9371,苏里南,2016,Female,11.78,SR
9372,苏里南,2015,Both sexes,25.91,SR
9373,苏里南,2015,Male,41.09,SR
9374,苏里南,2015,Female,11.81,SR
9375,苏里南,2014,Both sexes,25.94,SR
9376,苏里南,2014,Male,41.19,SR
9377,苏里南,2014,Female,11.71,SR
9378,苏里南,2013,Both sexes,26.54,SR
9379,苏里南,2013,Male,42.28,SR
9380,苏里南,2013,Female,11.77,SR
9381,苏里南,2012,Both sexes,26.82,SR
9382,苏里南,2012,Male,42.96,SR
9383,苏里南,2012,Female,11.64,SR
9384,苏里南,2011,Both sexes,26.02,SR
9385,苏里南,2011,Male,41.44,SR
9386,苏里南,2011,Female,11.56,SR
9387,苏里南,2010,Both sexes,27.42,SR
9388,苏里南,2010,Male,43.66,SR
9389,苏里南,2010,Female,12.12,SR
9390,苏里南,2009,Both sexes,26.53,SR
9391,苏里南,2009,Male,41.89,SR
9392,苏里南,2009,Female,12.09,SR
9393,苏里南,2008,Both sexes,26.7,SR
9394,苏里南,2008,Male,42.23,SR
9395,苏里南,2008,Female,12.08,SR
9396,苏里南,2007,Both sexes,27.01,SR
9397,苏里南,2007,Male,42.97,SR
9398,苏里南,2007,Female,11.94,SR
9399,苏里南,2006,Both sexes,27.29,SR
9400,苏里南,2006,Male,43.7,SR
9401,苏里南,2006,Female,11.77,SR
9402,苏里南,2005,Both sexes,26.99,SR
9403,苏里南,2005,Male,43.16,SR
9404,苏里南,2005,Female,11.72,SR
9405,苏里南,2004,Both sexes,26.63,SR
9406,苏里南,2004,Male,42.41,SR
9407,苏里南,2004,Female,11.7,SR
9408,苏里南,2003,Both sexes,27.36,SR
9409,苏里南,2003,Male,43.7,SR
9410,苏里南,2003,Female,11.8,SR
9411,苏里南,2002,Both sexes,27.68,SR
9412,苏里南,2002,Male,43.86,SR
9413,苏里南,2002,Female,12.23,SR
9414,苏里南,2001,Both sexes,27.55,SR
9415,苏里南,2001,Male,43.18,SR
9416,苏里南,2001,Female,12.62,SR
9417,苏里南,2000,Both sexes,24.96,SR
9418,苏里南,2000,Male,38.81,SR
9419,苏里南,2000,Female,11.8,SR
9420,瑞典,2019,Both sexes,12.37,SE
9421,瑞典,2019,Male,16.95,SE
9422,瑞典,2019,Female,7.73,SE
9423,瑞典,2018,Both sexes,12.69,SE
9424,瑞典,2018,Male,17.27,SE
9425,瑞典,2018,Female,8.05,SE
9426,瑞典,2017,Both sexes,12.5,SE
9427,瑞典,2017,Male,17.2,SE
9428,瑞典,2017,Female,7.75,SE
9429,瑞典,2016,Both sexes,12.15,SE
9430,瑞典,2016,Male,16.74,SE
9431,瑞典,2016,Female,7.48,SE
9432,瑞典,2015,Both sexes,13.02,SE
9433,瑞典,2015,Male,18.26,SE
9434,瑞典,2015,Female,7.76,SE
9435,瑞典,2014,Both sexes,12.28,SE
9436,瑞典,2014,Male,16.6,SE
9437,瑞典,2014,Female,7.94,SE
9438,瑞典,2013,Both sexes,13.04,SE
9439,瑞典,2013,Male,17.94,SE
9440,瑞典,2013,Female,8.1,SE
9441,瑞典,2012,Both sexes,12.25,SE
9442,瑞典,2012,Male,17.07,SE
9443,瑞典,2012,Female,7.44,SE
9444,瑞典,2011,Both sexes,11.0,SE
9445,瑞典,2011,Male,16.76,SE
9446,瑞典,2011,Female,7.2,SE
9447,瑞典,2010,Both sexes,12.01,SE
9448,瑞典,2010,Male,17.2,SE
9449,瑞典,2010,Female,6.82,SE
9450,瑞典,2009,Both sexes,13.09,SE
9451,瑞典,2009,Male,18.51,SE
9452,瑞典,2009,Female,7.71,SE
9453,瑞典,2008,Both sexes,12.36,SE
9454,瑞典,2008,Male,17.57,SE
9455,瑞典,2008,Female,7.18,SE
9456,瑞典,2007,Both sexes,11.9,SE
9457,瑞典,2007,Male,16.76,SE
9458,瑞典,2007,Female,7.09,SE
9459,瑞典,2006,Both sexes,12.08,SE
9460,瑞典,2006,Male,16.23,SE
9461,瑞典,2006,Female,8.07,SE
9462,瑞典,2005,Both sexes,12.69,SE
9463,瑞典,2005,Male,17.28,SE
9464,瑞典,2005,Female,8.21,SE
9465,瑞典,2004,Both sexes,11.94,SE
9466,瑞典,2004,Male,17.43,SE
9467,瑞典,2004,Female,6.54,SE
9468,瑞典,2003,Both sexes,11.68,SE
9469,瑞典,2003,Male,16.19,SE
9470,瑞典,2003,Female,7.27,SE
9471,瑞典,2002,Both sexes,12.62,SE
9472,瑞典,2002,Male,18.49,SE
9473,瑞典,2002,Female,6.83,SE
9474,瑞典,2001,Both sexes,12.76,SE
9475,瑞典,2001,Male,18.14,SE
9476,瑞典,2001,Female,7.51,SE
9477,瑞典,2000,Both sexes,12.21,SE
9478,瑞典,2000,Male,17.09,SE
9479,瑞典,2000,Female,7.47,SE
9480,瑞士,2019,Both sexes,9.83,CH
9481,瑞士,2019,Male,14.16,CH
9482,瑞士,2019,Female,5.65,CH
9483,瑞士,2018,Both sexes,9.88,CH
9484,瑞士,2018,Male,14.24,CH
9485,瑞士,2018,Female,5.68,CH
9486,瑞士,2017,Both sexes,10.37,CH
9487,瑞士,2017,Male,15.03,CH
9488,瑞士,2017,Female,5.86,CH
9489,瑞士,2016,Both sexes,9.76,CH
9490,瑞士,2016,Male,14.17,CH
9491,瑞士,2016,Female,5.52,CH
9492,瑞士,2015,Both sexes,10.5,CH
9493,瑞士,2015,Male,15.17,CH
9494,瑞士,2015,Female,6.03,CH
9495,瑞士,2014,Both sexes,10.01,CH
9496,瑞士,2014,Male,14.21,CH
9497,瑞士,2014,Female,6.04,CH
9498,瑞士,2013,Both sexes,10.7,CH
9499,瑞士,2013,Male,15.57,CH
9500,瑞士,2013,Female,6.1,CH
9501,瑞士,2012,Both sexes,10.49,CH
9502,瑞士,2012,Male,15.24,CH
9503,瑞士,2012,Female,5.98,CH
9504,瑞士,2011,Both sexes,10.51,CH
9505,瑞士,2011,Male,15.46,CH
9506,瑞士,2011,Female,5.78,CH
9507,瑞士,2010,Both sexes,10.54,CH
9508,瑞士,2010,Male,15.09,CH
9509,瑞士,2010,Female,6.22,CH
9510,瑞士,2009,Both sexes,12.1,CH
9511,瑞士,2009,Male,17.96,CH
9512,瑞士,2009,Female,6.56,CH
9513,瑞士,2008,Both sexes,13.48,CH
9514,瑞士,2008,Male,18.47,CH
9515,瑞士,2008,Female,8.85,CH
9516,瑞士,2007,Both sexes,13.99,CH
9517,瑞士,2007,Male,19.74,CH
9518,瑞士,2007,Female,8.67,CH
9519,瑞士,2006,Both sexes,13.9,CH
9520,瑞士,2006,Male,19.14,CH
9521,瑞士,2006,Female,9.05,CH
9522,瑞士,2005,Both sexes,14.06,CH
9523,瑞士,2005,Male,20.17,CH
9524,瑞士,2005,Female,8.47,CH
9525,瑞士,2004,Both sexes,13.65,CH
9526,瑞士,2004,Male,19.22,CH
9527,瑞士,2004,Female,8.6,CH
9528,瑞士,2003,Both sexes,13.84,CH
9529,瑞士,2003,Male,19.59,CH
9530,瑞士,2003,Female,8.48,CH
9531,瑞士,2002,Both sexes,15.98,CH
9532,瑞士,2002,Male,22.86,CH
9533,瑞士,2002,Female,9.67,CH
9534,瑞士,2001,Both sexes,15.03,CH
9535,瑞士,2001,Male,22.25,CH
9536,瑞士,2001,Female,8.47,CH
9537,瑞士,2000,Both sexes,15.89,CH
9538,瑞士,2000,Male,23.73,CH
9539,瑞士,2000,Female,8.64,CH
9540,叙利亚,2019,Both sexes,2.11,SY
9541,叙利亚,2019,Male,3.51,SY
9542,叙利亚,2019,Female,0.75,SY
9543,叙利亚,2018,Both sexes,2.1,SY
9544,叙利亚,2018,Male,3.48,SY
9545,叙利亚,2018,Female,0.77,SY
9546,叙利亚,2017,Both sexes,1.98,SY
9547,叙利亚,2017,Male,3.24,SY
9548,叙利亚,2017,Female,0.76,SY
9549,叙利亚,2016,Both sexes,1.83,SY
9550,叙利亚,2016,Male,2.96,SY
9551,叙利亚,2016,Female,0.73,SY
9552,叙利亚,2015,Both sexes,1.95,SY
9553,叙利亚,2015,Male,3.16,SY
9554,叙利亚,2015,Female,0.77,SY
9555,叙利亚,2014,Both sexes,2.06,SY
9556,叙利亚,2014,Male,3.32,SY
9557,叙利亚,2014,Female,0.81,SY
9558,叙利亚,2013,Both sexes,2.01,SY
9559,叙利亚,2013,Male,3.24,SY
9560,叙利亚,2013,Female,0.8,SY
9561,叙利亚,2012,Both sexes,1.89,SY
9562,叙利亚,2012,Male,3.05,SY
9563,叙利亚,2012,Female,0.75,SY
9564,叙利亚,2011,Both sexes,1.8,SY
9565,叙利亚,2011,Male,2.93,SY
9566,叙利亚,2011,Female,0.7,SY
9567,叙利亚,2010,Both sexes,1.81,SY
9568,叙利亚,2010,Male,2.93,SY
9569,叙利亚,2010,Female,0.71,SY
9570,叙利亚,2009,Both sexes,1.79,SY
9571,叙利亚,2009,Male,2.9,SY
9572,叙利亚,2009,Female,0.68,SY
9573,叙利亚,2008,Both sexes,1.81,SY
9574,叙利亚,2008,Male,2.95,SY
9575,叙利亚,2008,Female,0.68,SY
9576,叙利亚,2007,Both sexes,1.77,SY
9577,叙利亚,2007,Male,2.85,SY
9578,叙利亚,2007,Female,0.67,SY
9579,叙利亚,2006,Both sexes,1.75,SY
9580,叙利亚,2006,Male,2.81,SY
9581,叙利亚,2006,Female,0.68,SY
9582,叙利亚,2005,Both sexes,1.78,SY
9583,叙利亚,2005,Male,2.85,SY
9584,叙利亚,2005,Female,0.69,SY
9585,叙利亚,2004,Both sexes,1.8,SY
9586,叙利亚,2004,Male,2.88,SY
9587,叙利亚,2004,Female,0.71,SY
9588,叙利亚,2003,Both sexes,1.8,SY
9589,叙利亚,2003,Male,2.87,SY
9590,叙利亚,2003,Female,0.71,SY
9591,叙利亚,2002,Both sexes,1.9,SY
9592,叙利亚,2002,Male,3.02,SY
9593,叙利亚,2002,Female,0.78,SY
9594,叙利亚,2001,Both sexes,1.91,SY
9595,叙利亚,2001,Male,3.02,SY
9596,叙利亚,2001,Female,0.82,SY
9597,叙利亚,2000,Both sexes,2.01,SY
9598,叙利亚,2000,Male,3.16,SY
9599,叙利亚,2000,Female,0.89,SY
9600,塔吉克斯坦,2019,Both sexes,5.32,TJ
9601,塔吉克斯坦,2019,Male,7.35,TJ
9602,塔吉克斯坦,2019,Female,3.38,TJ
9603,塔吉克斯坦,2018,Both sexes,5.29,TJ
9604,塔吉克斯坦,2018,Male,7.24,TJ
9605,塔吉克斯坦,2018,Female,3.43,TJ
9606,塔吉克斯坦,2017,Both sexes,5.29,TJ
9607,塔吉克斯坦,2017,Male,7.14,TJ
